federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,base_and_all_options_value,potential_total_value_of_award,action_date_fiscal_year,awarding_office_name,funding_office_name,recipient_parent_name,recipient_city_name,recipient_state_name,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,product_or_service_code_description,naics_description,place_of_manufacture,solicitation_procedures,organizational_type,corporate_entity_not_tax_exempt,partnership_or_limited_liability_partnership,sole_proprietorship,educational_institution
624675.0,738675.0,624675.0,0.0,1575355.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
17082.87,177121.87,167247.0,0.0,368537.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
14651.34,28605.0,14651.34,0.0,43988.9,2021,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),SOFTWARE INFORMATION RESOURCE CORP.,WASHINGTON,DISTRICT OF COLUMBIA,WASHINGTON,DC,FIRM FIXED PRICE,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-49860.29,2453199.01,-49860.29,-49860.29,2469349.01,2021,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),"ZERO WASTE SOLUTIONS, INC",CONCORD,CALIFORNIA,EDISON,NJ,FIRM FIXED PRICE,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
15432.0,15432.0,15432.0,15432.0,15432.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,TRENTON,NJ,TIME AND MATERIALS,OTHER ENVIRONMENTAL SERVICES,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,34124024.93,0.0,0.0,51573595.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,COST PLUS FIXED FEE,NATURAL RESOURCES AND ENVIRONMENT R&D SERVICES; WATER RESOURCES; BASIC RESEARCH,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
121633.82,121633.82,121633.82,940253.0,940253.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
41334.0,41334.0,41334.0,246994.0,246994.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-350000.0,500000.0,-350000.0,-350000.0,3012078.4,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS) (FUNDING),"INFINISOURCE CONSULTING SOLUTIONS, INC.",RESTON,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
350000.0,500000.0,350000.0,350000.0,3012078.4,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC OF MISSION SUPT (OMS) (FUNDING),"INFINISOURCE CONSULTING SOLUTIONS, INC.",RESTON,VIRGINIA,WASHINGTON,DC,TIME AND MATERIALS,SUPPORT- MANAGEMENT: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
26709.0,160039.0,26709.0,0.0,368537.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,3276916.0,0.0,0.0,3276916.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC OF MISSION SUPT (OMS) (FUNDING),"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,CONSTRUCTION OF LABORATORIES AND CLINICS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
99505.0,267554.0,99505.0,230043.0,267554.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
65291.92,65291.92,65291.92,65291.92,65291.92,2021,REGION 8 CONTRACTING OFFICE,REGION 8 (FUNDING OFFICE),"ENTERPRISE TECHNOLOGY SOLUTIONS, INC.",COLLEGE PARK,MARYLAND,DENVER,CO,FIRM FIXED PRICE,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
11000.0,11000.0,11000.0,11000.0,11000.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),CONSULTECH ENVIRONMENTAL LLC,CARY,NORTH CAROLINA,CARY,NC,FIRM FIXED PRICE,MISCELLANEOUS CHEMICAL SPECIALTIES,REMEDIATION SERVICES,MFG IN U.S.,SIMPLIFIED ACQUISITION,OTHER,f,f,f,f
1190152.63,6503368.24,1190152.63,1190152.63,6503368.24,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
70000.0,1370785.08,0.0,0.0,2048659.0,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),ENVIRONMENTAL ENGINEERING & MEASUREMENT SERVICES INC,GAINESVILLE,FLORIDA,WASHINGTON,DC,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: OTHER,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,348272.0,0.0,0.0,418272.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
100000.0,348272.0,100000.0,100000.0,418272.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
16075.0,2992755.0,16075.0,16075.0,2992755.0,2021,CINCINNATI ACQUISITION DIV (CAD),REGION 2 CONTRACTING OFFICE,"G.M. HILL ENGINEERING, INC.",JACKSONVILLE,FLORIDA,EDISON,NJ,FIRM FIXED PRICE,ARCHITECT AND ENGINEERING- CONSTRUCTION: OFFICE BUILDINGS,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
20000.0,108121.0,20047.0,20047.0,199671.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1092100.0,0.0,0.0,3234038.61,2021,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,CHAPEL HILL,NC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
137813.0,237813.0,0.0,0.0,237813.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
133853.24,2674499.22,133853.24,133853.24,2674499.22,2021,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"EXALT INTEGRATED TECHNOLOGIES, LLC",ALPHARETTA,GEORGIA,ATLANTA,GA,FIRM FIXED PRICE,IT AND TELECOM- SYSTEMS DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
27684.9,27684.9,27684.9,27684.9,27684.9,2021,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),"FNH, INC",FREMONT,CALIFORNIA,FREMONT,CA,FIRM FIXED PRICE,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),ELECTRONIC COMPUTER MANUFACTURING,MFG IN U.S.,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
55313.67,55313.61,59653.0,92106.0,92105.94,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
344308.94,680576.89,344308.94,49522.15,1755872.71,2021,REGION 2 CONTRACTING OFFICE,REGION 2 (FUNDING OFFICE),PARS ENVIRONMENTAL INC,ROBBINSVILLE,NEW JERSEY,GARDEN CITY,NY,TIME AND MATERIALS,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,REMEDIATION SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
186866.0,186866.0,186866.0,291858.0,291858.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-93125.53,1234883.22,0.0,0.0,2569148.42,2021,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ARLINGTON,VA,TIME AND MATERIALS,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,50250.0,0.0,0.0,50250.0,2021,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),SPARK HOLLAND INC,FRANKLINVILLE,NEW JERSEY,FRANKLINVILLE,NJ,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
16735.1,16735.1,16735.1,16735.1,16735.1,2021,REGION 8 CONTRACTING OFFICE,REGION 8 (FUNDING OFFICE),"SCIENTIFIC SALES, INC.",OAK RIDGE,TENNESSEE,LAKEWOOD,CO,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,OTHER CHEMICAL AND ALLIED PRODUCTS MERCHANT WHOLESALERS,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,5313215.61,0.0,0.0,5313215.61,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
-6596.82,2966614.59,-6596.82,-6596.82,3275365.53,2021,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"AMTIS, INC.",ORLANDO,FLORIDA,ATLANTA,GA,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: LIBRARY,LIBRARIES AND ARCHIVES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
118586.0,536623.0,118586.0,0.0,536623.0,2021,CINCINNATI ACQUISITION DIV (CAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),SUMMITEC CORP,KNOXVILLE,TENNESSEE,KNOXVILLE,TN,FIRM FIXED PRICE,OTHER ENVIRONMENTAL SERVICES,ENVIRONMENTAL CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1092100.0,24149.59,24149.59,3234038.61,2021,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC ENFCOMPL ASSU (OECA) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,CHAPEL HILL,NC,FIRM FIXED PRICE,SUPPORT- MANAGEMENT: OTHER,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
164025.0,4926296.5,0.0,0.0,5970455.5,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"MPF FEDERAL, LLC",GAITHERSBURG,MARYLAND,DURHAM,NC,FIRM FIXED PRICE,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,FACILITIES SUPPORT SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
50250.0,50250.0,50250.0,50250.0,50250.0,2021,ORD SIMPLIFIED ACQ BRANCH (SAB),OFC RESEARCH  DEV (ORD) (FUNDING),SPARK HOLLAND INC,FRANKLINVILLE,NEW JERSEY,FRANKLINVILLE,NJ,FIRM FIXED PRICE,LABORATORY EQUIPMENT AND SUPPLIES,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,MFG IN U.S.,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-147.35,6900.25,-147.35,-147.35,60677.22,2021,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"THE HESTER GROUP, LLC",JACKSONVILLE,FLORIDA,ATLANTA,GA,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,5313215.61,0.0,0.0,5313215.61,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC CHEMSFTYPOLLPREV(OCSPP) (FUND),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,FIRM FIXED PRICE,SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT,COMPUTER SYSTEMS DESIGN SERVICES,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
165000.0,165000.0,165000.0,165000.0,165000.0,2021,REGION 3 CONTRACTING OFFICE,REGION 3 (FUNDING OFFICE),ENVIRONMENTAL MANAGEMENT SERVICES INC,ROCKVILLE,MARYLAND,FORT GEORGE G MEADE,MD,FIRM FIXED PRICE,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,HAZARDOUS WASTE TREATMENT AND DISPOSAL,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
191690.0,3877078.78,1161160.0,0.0,4791493.46,2021,REGION 6 CONTRACTING OFFICE,REGION 6 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,DALLAS,TX,FIRM FIXED PRICE,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,15000.0,2195.0,0.0,24190.0,2021,REGION 4 CONTRACTING OFFICE,REGION 4 (FUNDING OFFICE),"OFFICE DESIGN SOLUTIONS, LLC.",RIVERDALE,GEORGIA,ATLANTA,GA,LABOR HOURS,TRANSPORTATION/TRAVEL/RELOCATION- RELOCATION: RELOCATION,WOOD OFFICE FURNITURE MANUFACTURING,NOT A MANUFACTURED END PRODUCT,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,1263899.49,0.0,0.0,4852924.0,2021,REGION 7 CONTRACTING OFFICE,REGION 10 (FUNDING OFFICE),"VERACITY CONSULTING, INC.",OVERLAND PARK,KANSAS,SEATTLE,WA,FIRM FIXED PRICE,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",OTHER COMPUTER RELATED SERVICES,NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
7792.39,23377.17,7792.39,0.0,31169.56,2021,INFORMATION TECHNOLOGY ACQ DIV (ITA,OFC OF MISSION SUPT (OMS) (FUNDING),"CARTRIDGE TECHNOLOGIES, LLC",ROCKVILLE,MARYLAND,WASHINGTON,DC,FIRM FIXED PRICE,MAINTENANCE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,COMPUTER AND OFFICE MACHINE REPAIR AND MAINTENANCE,NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
0.0,116460.0,0.0,0.0,154560.0,2021,REGION 8 CONTRACTING OFFICE,REGION 8 (FUNDING OFFICE),"SERVITECH, INC.",AURORA,COLORADO,DENVER,CO,FIRM FIXED PRICE,INSPECTION- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
-11517.98,496106.26,0.0,0.0,638039.31,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),UNIFIED BUSINESS SOLUTIONS LLC,CINCINNATI,OHIO,RALEIGH,NC,FIRM FIXED PRICE,SUPPORT- ADMINISTRATIVE: OTHER,OFFICE ADMINISTRATIVE SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
26588.0,211868.98,20383.56,0.0,336739.2,2021,CINCINNATI ACQUISITION DIV (CAD),OFC RESEARCH  DEV (ORD) (FUNDING),"PEGASUS TECHNICAL SERVICES, INC",CINCINNATI,OHIO,CINCINNATI,OH,TIME AND MATERIALS,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",NOT A MANUFACTURED END PRODUCT,NEGOTIATED PROPOSAL/QUOTE,CORPORATE NOT TAX EXEMPT,t,f,f,f
-2709.76,94655.67,0.0,0.0,104925.35,2021,HEADQUARTERS ACQUISITION DIV (HQAD),OFC FOR AIR  RAD (OAR) (FUNDING),INNOVATE! INC,ALEXANDRIA,VIRGINIA,ALEXANDRIA,VA,TIME AND MATERIALS,IT AND TELECOM- SYSTEMS ANALYSIS,OTHER MANAGEMENT CONSULTING SERVICES,NOT A MANUFACTURED END PRODUCT,ONLY ONE SOURCE,CORPORATE NOT TAX EXEMPT,t,f,f,f
34620.0,116460.0,34620.0,0.0,154560.0,2021,REGION 8 CONTRACTING OFFICE,REGION 8 (FUNDING OFFICE),"SERVITECH, INC.",AURORA,COLORADO,DENVER,CO,FIRM FIXED PRICE,INSPECTION- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,SECURITY SYSTEMS SERVICES (EXCEPT LOCKSMITHS),NOT A MANUFACTURED END PRODUCT,SIMPLIFIED ACQUISITION,CORPORATE NOT TAX EXEMPT,t,f,f,f
